model_key,model_label,repeat_index,iteration,carried_forward,center_error,legacy_normalized_rms_error,image_width_px,image_height_px
gpt_5_6_sol,GPT-5.6 SOL,3,1,False,2243.0285724942732,1.3734534577928743,1920,1080
gpt_5_6_sol,GPT-5.6 SOL,3,2,False,2023.9169351192813,1.3013114723950154,1920,1080
gpt_5_6_sol,GPT-5.6 SOL,3,3,False,2094.104055850308,1.367833031410955,1920,1080
gpt_5_6_sol,GPT-5.6 SOL,3,4,False,1940.2441804027458,1.2263181244997812,1920,1080
gpt_5_6_sol,GPT-5.6 SOL,3,5,False,1935.8187748850255,1.2224976088190178,1920,1080
gpt_5_6_sol,GPT-5.6 SOL,3,6,False,1577.4542853473242,1.1449824615674553,1920,1080
gpt_5_6_sol,GPT-5.6 SOL,3,7,False,1335.1630091932755,1.1295231631421596,1920,1080
gpt_5_6_sol,GPT-5.6 SOL,3,8,False,1562.9472378851594,1.2772093463501861,1920,1080
gpt_5_6_sol,GPT-5.6 SOL,3,9,False,2267.983246562594,1.7574425175824417,1920,1080
gpt_5_6_sol,GPT-5.6 SOL,3,10,False,1596.8683544907256,1.607102555675483,1920,1080
gpt_5_6_sol,GPT-5.6 SOL,3,11,False,1226.4133562745178,0.8955077117474277,1920,1080
gpt_5_6_sol,GPT-5.6 SOL,3,12,False,248.6091099913088,0.17850666795140707,1920,1080
gpt_5_6_sol,GPT-5.6 SOL,3,13,False,2205.9788025208236,1.6170082524003877,1920,1080
gpt_5_6_sol,GPT-5.6 SOL,3,14,False,492.306287317032,0.35584788888477886,1920,1080
gpt_5_6_sol,GPT-5.6 SOL,3,15,False,270.8814734016901,0.19454302369541268,1920,1080
gpt_5_6_sol,GPT-5.6 SOL,3,16,False,392.05698188273016,0.41310749623164195,1920,1080
gpt_5_6_sol,GPT-5.6 SOL,3,17,False,312.93156717932254,0.27967666208458675,1920,1080
gpt_5_6_sol,GPT-5.6 SOL,3,18,False,283.73366315676867,0.22257956263796874,1920,1080
gpt_5_6_sol,GPT-5.6 SOL,3,19,False,58.23316237918406,0.04205380782825868,1920,1080
gpt_5_6_sol,GPT-5.6 SOL,3,20,False,269.31616271437406,0.19094874567479128,1920,1080
gpt_5_6_sol,GPT-5.6 SOL,3,21,False,58.23316237918406,0.04205380782825868,1920,1080
gpt_5_6_sol,GPT-5.6 SOL,3,22,False,300.5244385332329,0.19217383790530934,1920,1080
gpt_5_6_sol,GPT-5.6 SOL,3,23,False,58.23316237918406,0.04205380782825868,1920,1080
gpt_5_6_sol,GPT-5.6 SOL,3,24,False,58.23316237918406,0.04205380782825868,1920,1080
gpt_5_6_sol,GPT-5.6 SOL,3,25,True,58.23316237918406,0.04205380782825868,1920,1080
gpt_5_6_sol,GPT-5.6 SOL,3,26,True,58.23316237918406,0.04205380782825868,1920,1080
gpt_5_6_sol,GPT-5.6 SOL,3,27,True,58.23316237918406,0.04205380782825868,1920,1080
gpt_5_6_sol,GPT-5.6 SOL,3,28,True,58.23316237918406,0.04205380782825868,1920,1080
gpt_5_6_sol,GPT-5.6 SOL,3,29,True,58.23316237918406,0.04205380782825868,1920,1080
gpt_5_6_sol,GPT-5.6 SOL,3,30,True,58.23316237918406,0.04205380782825868,1920,1080
gpt_5_6_sol,GPT-5.6 SOL,3,31,True,58.23316237918406,0.04205380782825868,1920,1080
gpt_5_6_sol,GPT-5.6 SOL,3,32,True,58.23316237918406,0.04205380782825868,1920,1080
gpt_5_6_sol,GPT-5.6 SOL,3,33,True,58.23316237918406,0.04205380782825868,1920,1080
gpt_5_6_sol,GPT-5.6 SOL,3,34,True,58.23316237918406,0.04205380782825868,1920,1080
gpt_5_6_sol,GPT-5.6 SOL,3,35,True,58.23316237918406,0.04205380782825868,1920,1080
gpt_5_6_sol,GPT-5.6 SOL,3,36,True,58.23316237918406,0.04205380782825868,1920,1080
gpt_5_6_sol,GPT-5.6 SOL,3,37,True,58.23316237918406,0.04205380782825868,1920,1080
gpt_5_6_sol,GPT-5.6 SOL,3,38,True,58.23316237918406,0.04205380782825868,1920,1080
gpt_5_6_sol,GPT-5.6 SOL,3,39,True,58.23316237918406,0.04205380782825868,1920,1080
gpt_5_6_sol,GPT-5.6 SOL,3,40,True,58.23316237918406,0.04205380782825868,1920,1080
gpt_5_6_sol,GPT-5.6 SOL,3,41,True,58.23316237918406,0.04205380782825868,1920,1080
gpt_5_6_sol,GPT-5.6 SOL,3,42,True,58.23316237918406,0.04205380782825868,1920,1080
gpt_5_6_sol,GPT-5.6 SOL,3,43,True,58.23316237918406,0.04205380782825868,1920,1080
gpt_5_6_sol,GPT-5.6 SOL,3,44,True,58.23316237918406,0.04205380782825868,1920,1080
gpt_5_6_sol,GPT-5.6 SOL,3,45,True,58.23316237918406,0.04205380782825868,1920,1080
gpt_5_6_sol,GPT-5.6 SOL,3,46,True,58.23316237918406,0.04205380782825868,1920,1080
gpt_5_6_sol,GPT-5.6 SOL,3,47,True,58.23316237918406,0.04205380782825868,1920,1080
gpt_5_6_sol,GPT-5.6 SOL,3,48,True,58.23316237918406,0.04205380782825868,1920,1080
gpt_5_6_sol,GPT-5.6 SOL,3,49,True,58.23316237918406,0.04205380782825868,1920,1080
gpt_5_6_sol,GPT-5.6 SOL,3,50,True,58.23316237918406,0.04205380782825868,1920,1080
gpt_5_6_sol,GPT-5.6 SOL,3,51,True,58.23316237918406,0.04205380782825868,1920,1080
gpt_5_6_sol,GPT-5.6 SOL,3,52,True,58.23316237918406,0.04205380782825868,1920,1080
gpt_5_6_sol,GPT-5.6 SOL,3,53,True,58.23316237918406,0.04205380782825868,1920,1080
gpt_5_6_sol,GPT-5.6 SOL,3,54,True,58.23316237918406,0.04205380782825868,1920,1080
gpt_5_6_sol,GPT-5.6 SOL,3,55,True,58.23316237918406,0.04205380782825868,1920,1080
gpt_5_6_sol,GPT-5.6 SOL,3,56,True,58.23316237918406,0.04205380782825868,1920,1080
gpt_5_6_sol,GPT-5.6 SOL,3,57,True,58.23316237918406,0.04205380782825868,1920,1080
gpt_5_6_sol,GPT-5.6 SOL,3,58,True,58.23316237918406,0.04205380782825868,1920,1080
gpt_5_6_sol,GPT-5.6 SOL,3,59,True,58.23316237918406,0.04205380782825868,1920,1080
gpt_5_6_sol,GPT-5.6 SOL,3,60,True,58.23316237918406,0.04205380782825868,1920,1080
gpt_5_6_sol,GPT-5.6 SOL,4,0,False,2563.6611658105694,1.6350551467598722,1920,1080
gpt_5_6_sol,GPT-5.6 SOL,4,1,False,2453.2450424780973,1.587429495930987,1920,1080
gpt_5_6_sol,GPT-5.6 SOL,4,2,False,2345.346405122252,1.543616485467821,1920,1080
gpt_5_6_sol,GPT-5.6 SOL,4,3,False,2140.662386283004,1.4687640680764038,1920,1080
gpt_5_6_sol,GPT-5.6 SOL,4,4,False,1829.7285215131456,1.3790607278897138,1920,1080
gpt_5_6_sol,GPT-5.6 SOL,4,5,False,1718.8137620760078,1.3015177213305569,1920,1080
gpt_5_6_sol,GPT-5.6 SOL,4,6,False,1471.62676165829,1.175911717527079,1920,1080
gpt_5_6_sol,GPT-5.6 SOL,4,7,False,1346.335835598041,1.1654391908206645,1920,1080
gpt_5_6_sol,GPT-5.6 SOL,4,8,False,1349.1323586698225,1.1710146062175941,1920,1080
gpt_5_6_sol,GPT-5.6 SOL,4,9,False,1259.2804175419853,1.161033836696465,1920,1080
gpt_5_6_sol,GPT-5.6 SOL,4,10,False,1363.6567391397068,1.2219782511036905,1920,1080
gpt_5_6_sol,GPT-5.6 SOL,4,11,False,1158.5489211568017,1.1041108059376803,1920,1080
gpt_5_6_sol,GPT-5.6 SOL,4,12,False,890.8863046415227,0.9643641664819539,1920,1080
gpt_5_6_sol,GPT-5.6 SOL,4,13,False,989.7806051204608,1.1131686309045854,1920,1080
gpt_5_6_sol,GPT-5.6 SOL,4,14,False,716.9992187976814,0.6840366201956266,1920,1080
gpt_5_6_sol,GPT-5.6 SOL,4,15,False,656.3779636078585,0.575526676578931,1920,1080
gpt_5_6_sol,GPT-5.6 SOL,4,16,False,573.7473230133176,0.40653201921044646,1920,1080
gpt_5_6_sol,GPT-5.6 SOL,4,17,False,438.7713394717364,0.3090510661411845,1920,1080
gpt_5_6_sol,GPT-5.6 SOL,4,18,False,178.2069534589922,0.1912616902388002,1920,1080
gpt_5_6_sol,GPT-5.6 SOL,4,19,False,318.8300572374029,0.37673390328763356,1920,1080
gpt_5_6_sol,GPT-5.6 SOL,4,20,False,140.5336446354383,0.14105692758482102,1920,1080
gpt_5_6_sol,GPT-5.6 SOL,4,21,False,101.25268124088281,0.08771498796102509,1920,1080
